CellID,SpotID,CellType
V995,S826,Cajal Retzius
V996,S3422,Microglia
V997,S3717,Cajal Retzius
V998,S4132,Cajal Retzius
V999,S3429,Cajal Retzius
V1000,S859,Neurogenesis
V1001,S2796,Ependyma
V1002,S2426,Ependyma
V1003,S3866,Cajal Retzius
V1004,S649,Neurogenesis
V1005,S3748,Microglia
V1006,S1727,Ependyma
V1007,S1509,Ependyma
V1008,S906,Neurogenesis
V1009,S4395,Sic17ab
V1010,S1824,Astrocyte
V1011,S116,Neurogenesis
V1012,S3043,Astrocyte
V1013,S870,Cajal Retzius
V1014,S962,Sic17ab
V1015,S1903,Dentate
V1016,S4030,Microglia
V1017,S4183,Cajal Retzius
V1018,S3852,Microglia
V1019,S1307,Cajal Retzius
V1020,S1298,Cajal Retzius
V1021,S505,Neurogenesis
V1022,S2963,Cajal Retzius
V1023,S3958,Cajal Retzius
V1024,S1503,Cajal Retzius
V1025,S3986,Cajal Retzius
V1026,S881,Fibroblast
V1027,S2790,CA1
V1028,S1884,Cajal Retzius
V1029,S2867,Astrocyte
V1030,S3913,CA1
V1031,S3919,Neurogenesis
V1032,S3939,Astrocyte
V1033,S2331,Cajal Retzius
V1034,S3149,Dentate
V1035,S1340,Ependyma
V1036,S2529,Dentate
V1037,S3693,Dentate
V1038,S3346,Neurogenesis
V1039,S4565,Dentate
V1040,S1867,Sic17ab
V1041,S1349,Oligodendrocyte
V1042,S4002,Cajal Retzius
V1043,S769,Endothelial
V1044,S2676,Cajal Retzius
V1045,S2102,Entorhinal
V1046,S1563,Sic17ab
V1047,S1657,Sic17ab
V1048,S4547,Cajal Retzius
V1049,S3911,Dentate
V1050,S4114,Cajal Retzius
V1051,S2009,Neurogenesis
V1052,S1910,Oligodendrocyte
V1053,S3031,Dentate
V1054,S2764,Cajal Retzius
V1055,S1461,Cajal Retzius
V1056,S3979,Neurogenesis
V1057,S3853,Cajal Retzius
V1058,S2076,Dentate
V1059,S3287,CA1
V1060,S3641,Microglia
V1061,S2948,Astrocyte
V1062,S3705,Neurogenesis
V1063,S2249,Neurogenesis
V1064,S815,Fibroblast
V1065,S913,Endothelial
V1066,S3078,Polydendrocyte
V1067,S3768,Cajal Retzius
V1068,S1450,Cajal Retzius
V1069,S686,Cajal Retzius
V1070,S1317,Cajal Retzius
V1071,S2752,Cajal Retzius
V1072,S582,CA1
V1073,S2592,Cajal Retzius
V1074,S1707,Dentate
V1075,S2804,Cajal Retzius
V1076,S2592,Dentate
V1077,S1716,Cajal Retzius
V1078,S4273,Cajal Retzius
V1079,S4464,Neurogenesis
V1080,S973,Microglia
V1081,S3841,Cajal Retzius
V1082,S3964,Cajal Retzius
V1083,S2545,Cajal Retzius
V1084,S4468,Gad2
V1085,S692,Sic17ab
V1086,S1170,Cajal Retzius
V1087,S4237,Ependyma
V1088,S1538,Oligodendrocyte
V1089,S1740,Sic17ab
V1090,S3931,Cajal Retzius
V1091,S4358,Cajal Retzius
V1092,S1706,Microglia
V1093,S1510,Gad2
V1094,S28,Gad2
V1095,S4026,Astrocyte
V1096,S1529,Microglia
V1097,S2633,Cajal Retzius
V1098,S562,Dentate
V1099,S2893,Cajal Retzius
V1100,S3433,Neurogenesis
V1101,S4464,Ependyma
V1102,S1624,Astrocyte
V1103,S582,Neurogenesis
V1104,S2071,Astrocyte
V1105,S958,Cajal Retzius
V1106,S1048,Polydendrocyte
V1107,S4188,Ependyma
V1108,S2678,Neurogenesis
V1109,S45,Sic17ab
V1110,S1709,Dentate
V1111,S72,Astrocyte
V1112,S3091,Astrocyte
V1113,S4276,Cajal Retzius
V1114,S4134,Ependyma
V1115,S3230,Ependyma
V1116,S810,Entorhinal
V1117,S1483,Polydendrocyte
V1118,S3085,Sic17ab
V1119,S1041,Dentate
V1120,S1081,Cajal Retzius
V1121,S4176,Neurogenesis
V1122,S777,Neurogenesis
V1123,S145,Sic17ab
V1124,S3099,Dentate
V1125,S3786,Sic17ab
V1126,S2363,Microglia
V1127,S1863,Cajal Retzius
V1128,S1315,Ependyma
V1129,S3829,Choroid
V1130,S3206,Dentate
V1131,S3987,Cajal Retzius
V1132,S3718,Cajal Retzius
V1133,S904,Astrocyte
V1134,S4268,Astrocyte
V1135,S1888,Sic17ab
V1136,S728,Microglia
V1137,S3763,Choroid
V1138,S535,Cajal Retzius
V1139,S3292,Neurogenesis
V1140,S2000,Cajal Retzius
V1141,S4315,Cajal Retzius
V1142,S1415,Dentate
V1143,S3258,Cajal Retzius
V1144,S2934,Ependyma
V1145,S3062,Cajal Retzius
V1146,S3945,Neurogenesis
V1147,S4320,Fibroblast
V1148,S1314,Endothelial
V1149,S1286,Astrocyte
V1150,S3376,CA1
V1151,S4267,Cajal Retzius
V1152,S191,Sic17ab
V1153,S3619,Dentate
V1154,S3467,Cajal Retzius
V1155,S2670,Astrocyte
V1156,S4192,Fibroblast
V1157,S4438,Neurogenesis
V1158,S1540,Ependyma
V1159,S2418,Polydendrocyte
V1160,S4261,Dentate
V1161,S3348,Cajal Retzius
V1162,S2001,Astrocyte
V1163,S2172,Cajal Retzius
V1164,S3969,Entorhinal
V1165,S2936,Astrocyte
V1166,S880,Neurogenesis
V1167,S1195,Entorhinal
V1168,S2987,Endothelial
V1169,S2335,Microglia
V1170,S2212,Neurogenesis
V1171,S2933,Polydendrocyte
V1172,S1615,Dentate
V1173,S720,CA1
V1174,S3532,Astrocyte
V1175,S1580,Cajal Retzius
V1176,S752,Neurogenesis
V1177,S4470,Entorhinal
V1178,S3446,Dentate
V1179,S1710,Ependyma
V1180,S4063,Cajal Retzius
V1181,S3946,Fibroblast
V1182,S854,Astrocyte
V1183,S3270,Microglia
V1184,S2287,Dentate
V1185,S76,Polydendrocyte
V1186,S195,Cajal Retzius
V1187,S917,Sic17ab
V1188,S2647,Dentate
V1189,S1040,Polydendrocyte
V1190,S3631,Choroid
V1191,S3254,Microglia
V1192,S1756,Microglia
V1193,S228,CA1
V1194,S1624,Polydendrocyte
V1195,S4190,Cajal Retzius
V1196,S1919,Sic17ab
V1197,S2910,Ependyma
V1198,S1844,Astrocyte
V1199,S1369,Sic17ab
V1200,S2090,Cajal Retzius
V1201,S2847,Dentate
V1202,S940,Microglia
V1203,S383,Endothelial
V1204,S4169,Cajal Retzius
V1205,S3883,Dentate
V1206,S746,Sic17ab
V1207,S742,Dentate
V1208,S1292,Sic17ab
V1209,S1870,Neurogenesis
V1210,S3309,Dentate
V1211,S3573,Neurogenesis
V1212,S134,Cajal Retzius
V1213,S4331,Ependyma
V1214,S4371,Entorhinal
V1215,S1092,Microglia
V1216,S1371,Cajal Retzius
V1217,S4367,Ependyma
V1218,S2728,Dentate
V1219,S968,Microglia
V1220,S1266,Astrocyte
V1221,S3996,Cajal Retzius
V1222,S3572,Ependyma
V1223,S4231,Cajal Retzius
V1224,S341,Sic17ab
V1225,S1700,Polydendrocyte
V1226,S4446,Endothelial
V1227,S1195,CA1
V1228,S760,Dentate
V1229,S3742,Microglia
V1230,S2020,Cajal Retzius
V1231,S3967,Polydendrocyte
V1232,S3095,Ependyma
V1233,S3431,Dentate
V1234,S1341,Dentate
V1235,S2409,Dentate
V1236,S2667,Dentate
V1237,S1373,Neurogenesis
V1238,S2463,Choroid
V1239,S3804,Neurogenesis
V1240,S2734,Dentate
V1241,S4335,Cajal Retzius
V1242,S554,Sic17ab
V1243,S790,Astrocyte
V1244,S2799,Microglia
V1245,S1908,Cajal Retzius
V1246,S1289,Cajal Retzius
V1247,S1241,Neurogenesis
V1248,S3873,Ependyma
V1249,S3041,Microglia
V1250,S2148,Dentate
V1251,S3167,Cajal Retzius
V1252,S2491,Polydendrocyte
V1253,S3614,Dentate
V1254,S2116,Fibroblast
V1255,S282,Cajal Retzius
V1256,S275,Cajal Retzius
V1257,S1422,Astrocyte
V1258,S1467,Oligodendrocyte
V1259,S4424,Entorhinal
V1260,S4278,Ependyma
V1261,S3086,Dentate
V1262,S4220,Cajal Retzius
V1263,S2802,Ependyma
V1264,S1332,Dentate
V1265,S4111,Astrocyte
V1266,S1374,Sic17ab
V1267,S3209,Neurogenesis
V1268,S3016,Fibroblast
V1269,S654,Cajal Retzius
V1270,S758,Astrocyte
V1271,S2540,Cajal Retzius
V1272,S2811,Dentate
V1273,S1415,Microglia
V1274,S4041,Dentate
V1275,S1915,Neurogenesis
V1276,S3781,Dentate
V1277,S4164,Gad2
V1278,S4153,Entorhinal
V1279,S3150,Fibroblast
V1280,S1953,Cajal Retzius
V1281,S3918,Cajal Retzius
V1282,S3460,Endothelial
V1283,S1898,Sic17ab
V1284,S1677,Neurogenesis
V1285,S1328,Astrocyte
V1286,S3612,Polydendrocyte
V1287,S4214,Cajal Retzius
V1288,S1041,CA1
V1289,S3645,Ependyma
V1290,S1514,Microglia
V1291,S2002,Dentate
V1292,S3447,Cajal Retzius
V1293,S1505,Sic17ab
V1294,S3810,Astrocyte
V1295,S3137,Dentate
V1296,S2930,Neurogenesis
V1297,S4263,Microglia
V1298,S1513,Entorhinal
V1299,S1235,Astrocyte
V1300,S3169,Cajal Retzius
V1301,S355,Dentate
V1302,S3839,Cajal Retzius
V1303,S3253,Microglia
V1304,S977,Cajal Retzius
V1305,S820,Cajal Retzius
V1306,S4276,Cajal Retzius
V1307,S1645,Cajal Retzius
V1308,S1662,Cajal Retzius
V1309,S829,Sic17ab
V1310,S1409,Neurogenesis
V1311,S2415,Entorhinal
V1312,S74,Sic17ab
V1313,S824,Cajal Retzius
V1314,S3722,Cajal Retzius
V1315,S2321,Endothelial
V1316,S2130,Microglia
V1317,S3794,Oligodendrocyte
V1318,S4323,Endothelial
V1319,S2778,Polydendrocyte
V1320,S1504,Cajal Retzius
V1321,S2588,Dentate
V1322,S2514,Neurogenesis
V1323,S2908,Ependyma
V1324,S2993,Microglia
V1325,S3123,Cajal Retzius
V1326,S3010,Dentate
V1327,S1399,Ependyma
V1328,S1510,Cajal Retzius
V1329,S2816,Cajal Retzius
V1330,S3587,Cajal Retzius
V1331,S3838,Cajal Retzius
V1332,S2181,Cajal Retzius
V1333,S2287,Dentate
V1334,S2375,Dentate
V1335,S513,Neurogenesis
V1336,S4483,Polydendrocyte
V1337,S826,Cajal Retzius
V1338,S256,Endothelial
V1339,S4211,Cajal Retzius
V1340,S1055,Gad2
V1341,S2404,Cajal Retzius
V1342,S3680,CA2CA3
V1343,S2440,Cajal Retzius
V1344,S1169,Cajal Retzius
V1345,S2627,Cajal Retzius
V1346,S976,Endothelial
V1347,S1462,Polydendrocyte
V1348,S3174,Dentate
V1349,S4329,Cajal Retzius
V1350,S1848,Dentate
V1351,S3948,Choroid
V1352,S2403,Polydendrocyte
V1353,S3035,Astrocyte
V1354,S2255,Cajal Retzius
V1355,S909,Neurogenesis
V1356,S2429,Astrocyte
V1357,S2708,Polydendrocyte
V1358,S3299,Ependyma
V1359,S3763,Choroid
V1360,S2024,Cajal Retzius
V1361,S792,Astrocyte
V1362,S922,CA1
V1363,S2033,Fibroblast
V1364,S3423,Cajal Retzius
V1365,S3201,CA1
V1366,S156,Neurogenesis
V1367,S3805,Cajal Retzius
V1368,S4284,Cajal Retzius
V1369,S2964,Neurogenesis
V1370,S2473,Sic17ab
V1371,S50,Cajal Retzius
V1372,S2889,Sic17ab
V1373,S1310,Cajal Retzius
V1374,S3895,Cajal Retzius
V1375,S1639,Neurogenesis
V1376,S4213,Astrocyte
V1377,S829,Neurogenesis
V1378,S3399,Dentate
V1379,S2787,Neurogenesis
V1380,S2279,Ependyma
V1381,S1971,Polydendrocyte
V1382,S3068,Gad2
V1383,S822,Gad2
V1384,S4011,Cajal Retzius
V1385,S3773,Neurogenesis
V1386,S1436,Sic17ab
V1387,S1365,Microglia
V1388,S3849,Polydendrocyte
V1389,S4458,Cajal Retzius
V1390,S4071,Polydendrocyte
V1391,S3756,Astrocyte
V1392,S3707,Neurogenesis
V1393,S1576,Endothelial
V1394,S1360,Neurogenesis
V1395,S1859,Cajal Retzius
V1396,S3013,Dentate
V1397,S4614,Astrocyte
V1398,S2641,Cajal Retzius
V1399,S2044,Neurogenesis
V1400,S2409,Sic17ab
V1401,S3371,Fibroblast
V1402,S4250,Cajal Retzius
V1403,S2763,Neurogenesis
V1404,S282,Cajal Retzius
V1405,S1924,Neurogenesis
V1406,S2393,Sic17ab
V1407,S2924,Endothelial
V1408,S2394,Cajal Retzius
V1409,S4220,Cajal Retzius
V1410,S3324,Neurogenesis
V1411,S1285,Cajal Retzius
V1412,S3790,Ependyma
V1413,S3643,Astrocyte
V1414,S1622,Microglia
V1415,S581,Gad2
V1416,S363,Dentate
V1417,S1739,Dentate
V1418,S4114,Cajal Retzius
V1419,S4221,Cajal Retzius
V1420,S1887,Cajal Retzius
V1421,S4239,Neurogenesis
V1422,S1020,Cajal Retzius
V1423,S4370,Cajal Retzius
V1424,S2831,Neurogenesis
V1425,S2896,Entorhinal
V1426,S1791,Cajal Retzius
V1427,S2446,Neurogenesis
V1428,S452,Ependyma
V1429,S704,Neurogenesis
V1430,S1282,Dentate
V1431,S281,Neurogenesis
V1432,S3810,Astrocyte
V1433,S681,Entorhinal
V1434,S2771,Ependyma
V1435,S3663,Neurogenesis
V1436,S297,Microglia
V1437,S1406,Neurogenesis
V1438,S3950,Choroid
V1439,S449,Dentate
V1440,S2793,Neurogenesis
V1441,S2665,Dentate
V1442,S4006,Ependyma
V1443,S4238,Cajal Retzius
V1444,S2738,Cajal Retzius
V1445,S168,Cajal Retzius
V1446,S1740,Cajal Retzius
V1447,S1157,Ependyma
V1448,S4406,Polydendrocyte
V1449,S331,Ependyma
V1450,S1778,Dentate
V1451,S2035,Cajal Retzius
V1452,S2020,Cajal Retzius
V1453,S2278,Dentate
V1454,S1674,Entorhinal
V1455,S2697,Polydendrocyte
V1456,S1384,Ependyma
V1457,S4050,Cajal Retzius
V1458,S456,Sic17ab
V1459,S2345,Neurogenesis
V1460,S2537,Cajal Retzius
V1461,S3834,Cajal Retzius
V1462,S2214,Neurogenesis
V1463,S2049,Dentate
V1464,S4404,Astrocyte
V1465,S653,Neurogenesis
V1466,S3854,Polydendrocyte
V1467,S333,Cajal Retzius
V1468,S2814,Neurogenesis
V1469,S135,Cajal Retzius
V1470,S4367,Cajal Retzius
V1471,S4050,Cajal Retzius
V1472,S3672,Microglia
V1473,S2836,Oligodendrocyte
V1474,S2414,Gad2
V1475,S4468,Entorhinal
V1476,S2210,Cajal Retzius
V1477,S1086,Cajal Retzius
V1478,S2273,Entorhinal
V1479,S1864,Cajal Retzius
V1480,S279,Cajal Retzius
V1481,S3279,Cajal Retzius
V1482,S216,Microglia
V1483,S3549,Astrocyte
V1484,S1367,Sic17ab
V1485,S3889,Choroid
V1486,S2255,Cajal Retzius
V1487,S1672,Sic17ab
V1488,S3216,Microglia
V1489,S4407,Cajal Retzius
V1490,S3771,Cajal Retzius
V1491,S485,Neurogenesis
V1492,S320,Cajal Retzius
V1493,S3842,Cajal Retzius
V1494,S4126,Cajal Retzius
V1495,S2300,Cajal Retzius
V1496,S1151,Dentate
V1497,S578,Cajal Retzius
V1498,S2637,Polydendrocyte
V1499,S644,Sic17ab
V1500,S3197,Cajal Retzius
V1501,S4429,Astrocyte
V1502,S3487,Sic17ab
V1503,S3392,Dentate
V1504,S4504,Cajal Retzius
V1505,S3888,Choroid
V1506,S2952,Cajal Retzius
V1507,S567,Cajal Retzius
V1508,S2127,Cajal Retzius
V1509,S2221,Cajal Retzius
V1510,S720,Polydendrocyte
V1511,S445,Polydendrocyte
V1512,S3382,Neurogenesis
V1513,S222,Cajal Retzius
V1514,S155,Cajal Retzius
V1515,S2717,Polydendrocyte
V1516,S1425,Ependyma
V1517,S2523,Cajal Retzius
V1518,S1324,Dentate
V1519,S2113,Fibroblast
V1520,S1386,Microglia
V1521,S2397,Cajal Retzius
V1522,S3516,Cajal Retzius
V1523,S3184,Dentate
V1524,S1631,Astrocyte
V1525,S3674,Ependyma
V1526,S3530,Ependyma
V1527,S2251,Dentate
V1528,S2557,Oligodendrocyte
V1529,S1832,Cajal Retzius
V1530,S3086,Neurogenesis
V1531,S1981,Cajal Retzius
V1532,S3357,Dentate
V1533,S1336,Neurogenesis
V1534,S3687,Neurogenesis
V1535,S1828,Microglia
V1536,S589,Gad2
V1537,S2762,Sic17ab
V1538,S2271,Fibroblast
V1539,S3370,Neurogenesis
V1540,S1466,Dentate
V1541,S4218,Astrocyte
V1542,S3763,Choroid
V1543,S194,Cajal Retzius
V1544,S537,Neurogenesis
V1545,S4114,Cajal Retzius
V1546,S2402,Dentate
V1547,S3827,Choroid
V1548,S4062,Choroid
V1549,S1762,Sic17ab
V1550,S4170,Neurogenesis
V1551,S3098,Dentate
V1552,S1146,Neurogenesis
V1553,S2578,Dentate
V1554,S2017,Ependyma
V1555,S4471,Cajal Retzius
V1556,S2435,Microglia
V1557,S3040,Microglia
V1558,S1672,Mural
V1559,S687,Neurogenesis
V1560,S1885,Cajal Retzius
V1561,S2315,Neurogenesis
V1562,S104,Cajal Retzius
V1563,S3100,Dentate
V1564,S615,Cajal Retzius
V1565,S622,Dentate
V1566,S884,Cajal Retzius
V1567,S2134,Neurogenesis
V1568,S3455,Sic17ab
V1569,S4276,Cajal Retzius
V1570,S3286,Dentate
V1571,S1196,Dentate
V1572,S298,Neurogenesis
V1573,S2946,Neurogenesis
V1574,S3284,Dentate
V1575,S1164,Gad2
V1576,S600,Dentate
V1577,S1661,Dentate
V1578,S1270,Ependyma
V1579,S4372,Cajal Retzius
V1580,S2594,Neurogenesis
V1581,S385,Cajal Retzius
V1582,S122,Cajal Retzius
V1583,S2028,Polydendrocyte
V1584,S2509,Entorhinal
V1585,S893,Sic17ab
V1586,S1207,Astrocyte
V1587,S2747,Neurogenesis
V1588,S968,Entorhinal
V1589,S3907,Entorhinal
V1590,S2839,Polydendrocyte
V1591,S3582,Neurogenesis
V1592,S733,Ependyma
V1593,S1783,Dentate
V1594,S3749,Astrocyte
V1595,S4044,Dentate
V1596,S3837,Cajal Retzius
V1597,S1087,Cajal Retzius
V1598,S1893,Polydendrocyte
V1599,S680,Cajal Retzius
V1600,S2476,Cajal Retzius
V1601,S4376,Cajal Retzius
V1602,S1193,Entorhinal
V1603,S3530,Cajal Retzius
V1604,S2711,Polydendrocyte
V1605,S3901,Fibroblast
V1606,S691,Astrocyte
V1607,S1843,Neurogenesis
V1608,S3338,Cajal Retzius
V1609,S406,Neurogenesis
V1610,S990,Astrocyte
V1611,S3410,Sic17ab
V1612,S1872,Entorhinal
V1613,S580,Dentate
V1614,S1463,Neurogenesis
V1615,S1089,Dentate
V1616,S1324,Polydendrocyte
V1617,S3820,Cajal Retzius
V1618,S1293,Cajal Retzius
V1619,S4336,Dentate
V1620,S3223,Ependyma
V1621,S2179,Microglia
V1622,S1945,Cajal Retzius
V1623,S655,Astrocyte
V1624,S715,Astrocyte
V1625,S3196,Microglia
V1626,S3269,Neurogenesis
V1627,S2203,Neurogenesis
V1628,S89,Cajal Retzius
V1629,S1517,Cajal Retzius
V1630,S3150,Mural
V1631,S4630,CA1
V1632,S924,Dentate
V1633,S3524,Cajal Retzius
V1634,S2103,Cajal Retzius
V1635,S3526,Cajal Retzius
V1636,S804,Dentate
V1637,S3364,Dentate
V1638,S2613,Cajal Retzius
V1639,S95,Cajal Retzius
V1640,S3172,Microglia
V1641,S2450,Dentate
V1642,S1020,Gad2
V1643,S1638,Cajal Retzius
V1644,S1228,Astrocyte
V1645,S1590,Astrocyte
V1646,S776,Cajal Retzius
V1647,S3038,Cajal Retzius
V1648,S2766,Ependyma
V1649,S1953,Entorhinal
V1650,S4124,Cajal Retzius
V1651,S706,Dentate
V1652,S2525,Dentate
V1653,S2395,Gad2
V1654,S170,Neurogenesis
V1655,S3945,Cajal Retzius
V1656,S3354,Oligodendrocyte
V1657,S1102,Cajal Retzius
V1658,S2165,Neurogenesis
V1659,S2422,Polydendrocyte
V1660,S713,Cajal Retzius
V1661,S907,Dentate
V1662,S1513,Microglia
V1663,S1661,Sic17ab
V1664,S1891,Ependyma
V1665,S535,Cajal Retzius
V1666,S6,Cajal Retzius
V1667,S1820,Polydendrocyte
V1668,S2888,Fibroblast
V1669,S1759,Neurogenesis
V1670,S3007,Fibroblast
V1671,S2101,Dentate
V1672,S1086,Neurogenesis
V1673,S4120,Neurogenesis
V1674,S1630,Polydendrocyte
V1675,S4318,Sic17ab
V1676,S568,Neurogenesis
V1677,S2872,Astrocyte
V1678,S4346,Astrocyte
V1679,S440,Cajal Retzius
V1680,S1522,Fibroblast
V1681,S4011,Cajal Retzius
V1682,S248,Dentate
V1683,S3972,Cajal Retzius
V1684,S382,Cajal Retzius
V1685,S3779,Cajal Retzius
V1686,S760,Sic17ab
V1687,S147,Cajal Retzius
V1688,S1343,Astrocyte
V1689,S1014,Fibroblast
V1690,S3818,Cajal Retzius
V1691,S2947,Astrocyte
V1692,S3268,Sic17ab
V1693,S2452,Ependyma
V1694,S1593,Cajal Retzius
V1695,S1434,Neurogenesis
V1696,S3931,Dentate
V1697,S1457,Neurogenesis
V1698,S395,Cajal Retzius
V1699,S4391,Cajal Retzius
V1700,S756,Microglia
V1701,S32,Sic17ab
V1702,S2645,Ependyma
V1703,S3416,Neurogenesis
V1704,S1591,Neurogenesis
V1705,S654,Cajal Retzius
V1706,S2596,Cajal Retzius
V1707,S3254,Astrocyte
V1708,S1670,Dentate
V1709,S2337,Neurogenesis
V1710,S2020,Cajal Retzius
V1711,S1391,Oligodendrocyte
V1712,S2660,Ependyma
V1713,S3409,Polydendrocyte
V1714,S530,Neurogenesis
V1715,S3571,Choroid
V1716,S1963,Dentate
V1717,S4464,Ependyma
V1718,S2570,Neurogenesis
V1719,S2438,Endothelial
V1720,S2095,Sic17ab
V1721,S2453,Cajal Retzius
V1722,S3002,Neurogenesis
V1723,S2426,Neurogenesis
V1724,S1955,Sic17ab
V1725,S1945,Neurogenesis
V1726,S2856,Polydendrocyte
V1727,S3921,Microglia
V1728,S3195,Ependyma
V1729,S150,Cajal Retzius
V1730,S2780,Ependyma
V1731,S2859,Fibroblast
V1732,S1509,Mural
V1733,S3955,Cajal Retzius
V1734,S4286,Neurogenesis
V1735,S4063,Cajal Retzius
V1736,S3205,Cajal Retzius
V1737,S2917,Microglia
V1738,S2721,Endothelial
V1739,S827,Cajal Retzius
V1740,S3751,Astrocyte
V1741,S1559,Microglia
V1742,S4316,Ependyma
V1743,S3322,Astrocyte
V1744,S1338,Dentate
V1745,S982,Polydendrocyte
V1746,S2616,Endothelial
V1747,S3567,Choroid
V1748,S503,Sic17ab
V1749,S769,Neurogenesis
V1750,S628,Cajal Retzius
V1751,S1391,Oligodendrocyte
V1752,S4185,Cajal Retzius
V1753,S3425,Dentate
V1754,S3503,Choroid
V1755,S881,Ependyma
V1756,S473,Cajal Retzius
V1757,S2442,Neurogenesis
V1758,S671,Mural
V1759,S2056,Neurogenesis
V1760,S3615,Ependyma
V1761,S2667,Cajal Retzius
V1762,S2560,Neurogenesis
V1763,S2108,Endothelial
V1764,S1310,Neurogenesis
V1765,S3371,Microglia
V1766,S3121,Cajal Retzius
V1767,S764,Cajal Retzius
V1768,S3532,Fibroblast
V1769,S2211,Ependyma
V1770,S2400,Sic17ab
V1771,S229,Cajal Retzius
V1772,S1084,Dentate
V1773,S1726,Cajal Retzius
V1774,S3955,Cajal Retzius
V1775,S4083,Cajal Retzius
V1776,S2643,Cajal Retzius
V1777,S2302,Neurogenesis
V1778,S4260,Dentate
V1779,S3130,Cajal Retzius
V1780,S1719,Sic17ab
V1781,S2705,Fibroblast
V1782,S1875,CA2CA3
V1783,S3144,Cajal Retzius
V1784,S880,Neurogenesis
V1785,S104,Sic17ab
V1786,S3429,Dentate
V1787,S1546,CA1
V1788,S1515,Mural
V1789,S3454,Astrocyte
V1790,S3340,Neurogenesis
V1791,S3545,Ependyma
V1792,S1544,Sic17ab
V1793,S4156,Cajal Retzius
V1794,S3962,Entorhinal
V1795,S2122,Entorhinal
V1796,S4373,Cajal Retzius
V1797,S1278,Astrocyte
V1798,S1788,Neurogenesis
V1799,S3883,Cajal Retzius
V1800,S2065,Dentate
V1801,S935,Neurogenesis
V1802,S140,Cajal Retzius
V1803,S3818,Microglia
V1804,S3303,Polydendrocyte
V1805,S4608,Astrocyte
V1806,S2132,Neurogenesis
V1807,S920,Cajal Retzius
V1808,S3115,Microglia
V1809,S4096,Microglia
V1810,S1515,Sic17ab
V1811,S1208,Dentate
V1812,S4304,Cajal Retzius
V1813,S499,Cajal Retzius
V1814,S1623,Neurogenesis
V1815,S2861,Dentate
V1816,S2733,Astrocyte
V1817,S2944,Neurogenesis
V1818,S357,Neurogenesis
V1819,S2909,Choroid
V1820,S787,Polydendrocyte
V1821,S1716,Sic17ab
V1822,S494,Cajal Retzius
V1823,S777,Entorhinal
V1824,S169,Dentate
V1825,S3504,Choroid
V1826,S1173,Sic17ab
V1827,S3430,Ependyma
V1828,S535,Microglia
V1829,S4277,Cajal Retzius
V1830,S4081,Entorhinal
V1831,S1269,Cajal Retzius
V1832,S621,CA1
V1833,S4071,Cajal Retzius
V1834,S2275,Dentate
V1835,S3046,Cajal Retzius
V1836,S1370,Cajal Retzius
V1837,S4484,Microglia
V1838,S4267,Ependyma
V1839,S670,Cajal Retzius
V1840,S2831,Entorhinal
V1841,S2838,Cajal Retzius
V1842,S3590,Cajal Retzius
V1843,S4439,Astrocyte
V1844,S2625,Microglia
V1845,S3326,Cajal Retzius
V1846,S1501,Cajal Retzius
V1847,S3060,Microglia
V1848,S1665,Microglia
V1849,S4129,Microglia
V1850,S664,Neurogenesis
V1851,S2487,Dentate
V1852,S2302,Ependyma
V1853,S1949,Dentate
V1854,S2320,Neurogenesis
V1855,S1872,Neurogenesis
V1856,S4270,Cajal Retzius
V1857,S3253,Dentate
V1858,S924,Gad2
V1859,S350,Cajal Retzius
V1860,S459,Cajal Retzius
V1861,S1732,Neurogenesis
V1862,S1305,Sic17ab
V1863,S1799,Astrocyte
V1864,S609,Cajal Retzius
V1865,S509,Cajal Retzius
V1866,S1486,Gad2
V1867,S3902,Neurogenesis
V1868,S1590,Endothelial
V1869,S2426,Endothelial
V1870,S226,Cajal Retzius
V1871,S362,Cajal Retzius
V1872,S3797,Neurogenesis
V1873,S3362,Cajal Retzius
V1874,S83,Cajal Retzius
V1875,S2601,Astrocyte
V1876,S1197,Astrocyte
V1877,S2018,Endothelial
V1878,S2943,Cajal Retzius
V1879,S1656,Dentate
V1880,S1587,Sic17ab
V1881,S1222,Microglia
V1882,S3719,Fibroblast
V1883,S2036,Gad2
V1884,S1889,Cajal Retzius
V1885,S3951,Neurogenesis
V1886,S30,Sic17ab
V1887,S2293,Dentate
V1888,S2358,Cajal Retzius
V1889,S2151,Cajal Retzius
V1890,S4105,Cajal Retzius
V1891,S2364,Sic17ab
V1892,S3373,Microglia
V1893,S21,Cajal Retzius
V1894,S3329,Cajal Retzius
V1895,S3680,Sic17ab
V1896,S1088,Sic17ab
V1897,S1725,Cajal Retzius
V1898,S3494,Choroid
V1899,S246,Cajal Retzius
V1900,S4378,Ependyma
V1901,S3743,Endothelial
V1902,S4184,Cajal Retzius
V1903,S1989,Dentate
V1904,S2892,Endothelial
V1905,S1544,Astrocyte
V1906,S3570,Choroid
V1907,S303,Entorhinal
V1908,S2735,Cajal Retzius
V1909,S3635,Choroid
V1910,S3588,Polydendrocyte
V1911,S3854,Ependyma
V1912,S815,Fibroblast
V1913,S1033,Polydendrocyte
V1914,S2443,Dentate
V1915,S2285,Neurogenesis
V1916,S1484,Cajal Retzius
V1917,S2372,Cajal Retzius
V1918,S1318,Cajal Retzius
V1919,S4460,Cajal Retzius
V1920,S2327,Ependyma
V1921,S3894,Cajal Retzius
V1922,S4277,Cajal Retzius
